country,year,sex,age,suicides_no,suicides_rate
Canada,2012,male,5-14 years,17,0.88
Canada,2013,male,35-54 years,1244,24.72
Canada,2013,male,75+ years,231,23.31
Canada,2013,male,55-74 years,812,21.8
Canada,2013,male,25-34 years,439,17.87
Canada,2013,male,15-24 years,300,12.7
Canada,2013,female,35-54 years,400,7.99
Canada,2013,female,55-74 years,255,6.56
Canada,2013,female,15-24 years,138,6.1
Canada,2013,female,25-34 years,135,5.55
Canada,2013,female,75+ years,65,4.61
Canada,2013,female,5-14 years,20,1.1
Canada,2013,male,5-14 years,15,0.78
Chile,1985,male,75+ years,34,38.81
Chile,1985,male,55-74 years,100,18.59
Chile,1985,male,35-54 years,174,14.48
Chile,1985,male,25-34 years,122,12.67
Chile,1985,male,15-24 years,133,10.73
Chile,1985,female,55-74 years,21,3.31
Chile,1985,female,35-54 years,40,3.19
Chile,1985,female,15-24 years,27,2.22
Chile,1985,female,75+ years,3,2.12
Chile,1985,female,25-34 years,19,1.98
Chile,1985,male,5-14 years,9,0.73
Chile,1985,female,5-14 years,1,0.08
Chile,1986,male,75+ years,21,22.98
Chile,1986,male,55-74 years,116,21.09
Chile,1986,male,35-54 years,156,12.61
Chile,1986,male,25-34 years,124,12.1
Chile,1986,male,15-24 years,108,8.56
Chile,1986,female,15-24 years,37,3.0
Chile,1986,female,35-54 years,37,2.83
Chile,1986,female,25-34 years,26,2.55
Chile,1986,female,55-74 years,15,2.28
Chile,1986,female,75+ years,3,2.03
Chile,1986,male,5-14 years,7,0.57
Chile,1986,female,5-14 years,4,0.34
Chile,1987,male,55-74 years,120,21.28
Chile,1987,male,75+ years,19,20.28
Chile,1987,male,25-34 years,147,13.99
Chile,1987,male,35-54 years,160,12.61
Chile,1987,male,15-24 years,116,8.97
Chile,1987,female,55-74 years,23,3.41
Chile,1987,female,15-24 years,38,3.0
Chile,1987,female,25-34 years,29,2.78
Chile,1987,female,35-54 years,34,2.54
Chile,1987,male,5-14 years,6,0.48
Chile,1987,female,5-14 years,1,0.08
Chile,1987,female,75+ years,0,0.0
Chile,1988,male,75+ years,29,27.36
Chile,1988,male,55-74 years,101,17.84
Chile,1988,male,25-34 years,160,14.61
Chile,1988,male,35-54 years,173,13.6
Chile,1988,male,15-24 years,112,8.9
Chile,1988,female,15-24 years,38,3.08
Chile,1988,female,55-74 years,19,2.73
Chile,1988,female,35-54 years,32,2.41
Chile,1988,female,75+ years,3,1.74
Chile,1988,female,25-34 years,19,1.74
Chile,1988,female,5-14 years,6,0.49
Chile,1988,male,5-14 years,5,0.4
Chile,1989,male,75+ years,34,32.08
Chile,1989,male,55-74 years,109,18.83
Chile,1989,male,25-34 years,162,14.43
Chile,1989,male,35-54 years,170,12.94
Chile,1989,male,15-24 years,140,11.16
Chile,1989,female,35-54 years,33,2.41
Chile,1989,female,15-24 years,26,2.12
Chile,1989,female,25-34 years,23,2.06
Chile,1989,female,75+ years,3,1.71
Chile,1989,female,55-74 years,12,1.68
Chile,1989,male,5-14 years,11,0.86
Chile,1989,female,5-14 years,2,0.16
Chile,1990,male,55-74 years,145,23.85
Chile,1990,male,75+ years,22,19.64
Chile,1990,male,35-54 years,176,13.13
Chile,1990,male,25-34 years,148,12.68
Chile,1990,male,15-24 years,134,10.67
Chile,1990,female,55-74 years,19,2.6
Chile,1990,female,35-54 years,34,2.4
Chile,1990,female,25-34 years,27,2.32
Chile,1990,female,15-24 years,23,1.87
Chile,1990,female,75+ years,3,1.75
Chile,1990,male,5-14 years,9,0.71
Chile,1990,female,5-14 years,3,0.24
Chile,1991,male,75+ years,31,27.56
Chile,1991,male,55-74 years,111,17.98
Chile,1991,male,35-54 years,222,15.81
Chile,1991,male,25-34 years,143,12.14
Chile,1991,male,15-24 years,142,11.42
Chile,1991,female,35-54 years,42,2.89
Chile,1991,female,15-24 years,34,2.79
Chile,1991,female,75+ years,5,2.68
Chile,1991,female,25-34 years,29,2.48
Chile,1991,female,55-74 years,16,2.13
Chile,1991,female,5-14 years,7,0.56
Chile,1991,male,5-14 years,5,0.39
Chile,1992,male,75+ years,25,21.19
Chile,1992,male,55-74 years,105,16.41
Chile,1992,male,25-34 years,162,13.38
Chile,1992,male,35-54 years,170,11.85
Chile,1992,male,15-24 years,94,7.55
Chile,1992,female,15-24 years,29,2.38
Chile,1992,female,25-34 years,25,2.07
Chile,1992,female,35-54 years,27,1.79
Chile,1992,female,55-74 years,12,1.56
Chile,1992,male,5-14 years,6,0.46
Chile,1992,female,5-14 years,3,0.24
Chile,1992,female,75+ years,0,0.0
Chile,1993,male,75+ years,50,41.7
Chile,1993,male,55-74 years,110,16.95
Chile,1993,male,35-54 years,187,12.39
Chile,1993,male,25-34 years,150,12.37
Chile,1993,male,15-24 years,118,9.54
Chile,1993,female,35-54 years,45,2.89
Chile,1993,female,55-74 years,18,2.3
Chile,1993,female,15-24 years,26,2.15
Chile,1993,female,25-34 years,24,1.99
Chile,1993,male,5-14 years,9,0.67
Chile,1993,female,5-14 years,3,0.23
Chile,1993,female,75+ years,0,0.0
Chile,1994,male,75+ years,33,26.68
Chile,1994,male,55-74 years,127,19.06
Chile,1994,male,25-34 years,184,15.03
Chile,1994,male,35-54 years,223,14.25
Chile,1994,male,15-24 years,135,10.93
Chile,1994,female,25-34 years,26,2.14
Chile,1994,female,55-74 years,16,2.0
Chile,1994,female,35-54 years,30,1.86
Chile,1994,female,15-24 years,18,1.49
Chile,1994,female,75+ years,3,1.45
Chile,1994,female,5-14 years,4,0.3
Chile,1994,male,5-14 years,2,0.15
Chile,1995,male,75+ years,42,31.46
Chile,1995,male,55-74 years,144,20.92
Chile,1995,male,35-54 years,271,16.34
Chile,1995,male,25-34 years,191,15.54
Chile,1995,male,15-24 years,149,11.92
Chile,1995,female,55-74 years,27,3.23
Chile,1995,female,15-24 years,32,2.62
Chile,1995,female,75+ years,5,2.16
Chile,1995,female,35-54 years,35,2.06
Chile,1995,female,25-34 years,20,1.64
Chile,1995,male,5-14 years,10,0.72
Chile,1995,female,5-14 years,4,0.3
Chile,1996,male,55-74 years,159,22.39
Chile,1996,male,75+ years,27,19.3
Chile,1996,male,35-54 years,266,15.54
Chile,1996,male,25-34 years,174,14.01
Chile,1996,male,15-24 years,163,13.02
Chile,1996,female,15-24 years,35,2.87
Chile,1996,female,55-74 years,19,2.22
Chile,1996,female,35-54 years,37,2.12
Chile,1996,female,25-34 years,22,1.79
Chile,1996,female,75+ years,4,1.66
Chile,1996,male,5-14 years,7,0.5
Chile,1996,female,5-14 years,4,0.29
Chile,1997,male,75+ years,41,28.14
Chile,1997,male,55-74 years,137,18.66
Chile,1997,male,25-34 years,185,14.8
Chile,1997,male,35-54 years,260,14.74
Chile,1997,male,15-24 years,147,11.71
Chile,1997,female,15-24 years,47,3.84
Chile,1997,female,35-54 years,40,2.22
Chile,1997,female,55-74 years,17,1.93
Chile,1997,female,25-34 years,22,1.78
Chile,1997,female,75+ years,4,1.6
Chile,1997,male,5-14 years,6,0.42
Chile,1997,female,5-14 years,4,0.29
Chile,1998,male,75+ years,42,27.77
Chile,1998,male,55-74 years,174,22.88
Chile,1998,male,35-54 years,320,17.63
Chile,1998,male,25-34 years,208,16.57
Chile,1998,male,15-24 years,151,11.97
Chile,1998,female,75+ years,9,3.48
Chile,1998,female,15-24 years,37,3.01
Chile,1998,female,25-34 years,30,2.41
Chile,1998,female,35-54 years,40,2.16
Chile,1998,female,55-74 years,12,1.32
Chile,1998,female,5-14 years,4,0.29
Chile,1998,male,5-14 years,4,0.28
Chile,1999,male,75+ years,51,32.55
Chile,1999,male,55-74 years,167,21.19
Chile,1999,male,25-34 years,222,17.66
Chile,1999,male,35-54 years,323,17.3
Chile,1999,male,15-24 years,137,10.78
Chile,1999,female,55-74 years,26,2.78
Chile,1999,female,15-24 years,34,2.75
Chile,1999,female,25-34 years,33,2.65
Chile,1999,female,35-54 years,39,2.05
Chile,1999,female,75+ years,5,1.87
Chile,1999,male,5-14 years,3,0.21
Chile,1999,female,5-14 years,1,0.07
Chile,2000,male,75+ years,66,40.66
Chile,2000,male,55-74 years,214,26.21
Chile,2000,male,25-34 years,305,24.27
Chile,2000,male,35-54 years,457,23.8
Chile,2000,male,15-24 years,216,16.81
Chile,2000,female,55-74 years,40,4.16
Chile,2000,female,15-24 years,48,3.84
Chile,2000,female,35-54 years,70,3.59
Chile,2000,female,25-34 years,38,3.05
Chile,2000,female,75+ years,5,1.8
Chile,2000,male,5-14 years,8,0.56
Chile,2000,female,5-14 years,6,0.43
Chile,2001,male,75+ years,51,29.88
Chile,2001,male,55-74 years,239,28.42
Chile,2001,male,35-54 years,540,27.37
Chile,2001,male,25-34 years,297,23.67
Chile,2001,male,15-24 years,253,19.42
Chile,2001,female,15-24 years,60,4.74
Chile,2001,female,25-34 years,53,4.27
Chile,2001,female,35-54 years,85,4.25
Chile,2001,female,75+ years,6,2.07
Chile,2001,female,55-74 years,19,1.93
Chile,2001,male,5-14 years,12,0.84
Chile,2001,female,5-14 years,10,0.72
Chile,2002,male,75+ years,62,34.66
Chile,2002,male,55-74 years,222,25.63
Chile,2002,male,35-54 years,519,25.6
Chile,2002,male,25-34 years,296,23.67
Chile,2002,male,15-24 years,241,18.2
Chile,2002,female,35-54 years,101,4.91
Chile,2002,female,75+ years,13,4.31
Chile,2002,female,25-34 years,46,3.72
Chile,2002,female,15-24 years,47,3.66
Chile,2002,female,55-74 years,34,3.36
Chile,2002,male,5-14 years,17,1.2
Chile,2002,female,5-14 years,5,0.36
Chile,2003,male,75+ years,68,36.41
Chile,2003,male,55-74 years,252,28.2
Chile,2003,male,35-54 years,522,25.09
Chile,2003,male,25-34 years,306,24.56
Chile,2003,male,15-24 years,234,17.37
Chile,2003,female,35-54 years,92,4.36
Chile,2003,female,25-34 years,53,4.31
Chile,2003,female,15-24 years,53,4.05
Chile,2003,female,75+ years,12,3.82
Chile,2003,female,55-74 years,38,3.66
Chile,2003,male,5-14 years,20,1.42
Chile,2003,female,5-14 years,4,0.29
Chile,2004,male,75+ years,70,36.01
Chile,2004,male,55-74 years,240,25.96
Chile,2004,male,25-34 years,315,25.36
Chile,2004,male,35-54 years,537,25.2
Chile,2004,male,15-24 years,295,21.54
Chile,2004,female,25-34 years,66,5.39
Chile,2004,female,15-24 years,59,4.44
Chile,2004,female,35-54 years,94,4.36
Chile,2004,female,75+ years,11,3.37
Chile,2004,female,55-74 years,28,2.62
Chile,2004,male,5-14 years,15,1.07
Chile,2004,female,5-14 years,5,0.37
Chile,2005,male,75+ years,69,34.23
Chile,2005,male,55-74 years,252,26.26
Chile,2005,male,35-54 years,512,23.53
Chile,2005,male,25-34 years,279,22.47
Chile,2005,male,15-24 years,265,19.08
Chile,2005,female,35-54 years,108,4.91
Chile,2005,female,15-24 years,62,4.61
Chile,2005,female,25-34 years,49,4.01
Chile,2005,female,55-74 years,40,3.63
Chile,2005,male,5-14 years,26,1.88
Chile,2005,female,75+ years,6,1.77
Chile,2005,female,5-14 years,14,1.05
Chile,2006,male,75+ years,82,38.91
Chile,2006,male,35-54 years,597,26.96
Chile,2006,male,55-74 years,256,25.77
Chile,2006,male,25-34 years,287,23.05
Chile,2006,male,15-24 years,256,18.19
Chile,2006,female,35-54 years,127,5.67
Chile,2006,female,15-24 years,74,5.43
Chile,2006,female,25-34 years,49,4.0
Chile,2006,female,55-74 years,33,2.9
Chile,2006,female,75+ years,8,2.27
Chile,2006,male,5-14 years,20,1.46
Chile,2006,female,5-14 years,6,0.45
Chile,2007,male,75+ years,63,28.72
Chile,2007,male,55-74 years,270,26.19
Chile,2007,male,25-34 years,310,24.78
Chile,2007,male,35-54 years,532,23.67
Chile,2007,male,15-24 years,302,21.23
Chile,2007,female,15-24 years,90,6.54
Chile,2007,female,25-34 years,74,6.03
Chile,2007,female,35-54 years,128,5.63
Chile,2007,female,55-74 years,42,3.58
Chile,2007,female,75+ years,9,2.46
Chile,2007,male,5-14 years,19,1.4
Chile,2007,female,5-14 years,9,0.69
Chile,2008,male,75+ years,74,32.54
Chile,2008,male,25-34 years,346,27.45
Chile,2008,male,55-74 years,294,27.42
Chile,2008,male,35-54 years,616,27.05
Chile,2008,male,15-24 years,330,23.02
Chile,2008,female,15-24 years,110,7.94
Chile,2008,female,25-34 years,79,6.4
Chile,2008,female,35-54 years,135,5.87
Chile,2008,female,55-74 years,64,5.26
Chile,2008,female,75+ years,10,2.64
Chile,2008,female,5-14 years,16,1.24
Chile,2008,male,5-14 years,14,1.05
Chile,2009,male,75+ years,88,37.48
Chile,2009,male,25-34 years,362,28.43
Chile,2009,male,55-74 years,316,28.31
Chile,2009,male,35-54 years,613,26.6
Chile,2009,male,15-24 years,330,22.91
Chile,2009,female,15-24 years,102,7.34
Chile,2009,female,25-34 years,85,6.83
Chile,2009,female,35-54 years,155,6.67
Chile,2009,female,55-74 years,59,4.68
Chile,2009,female,75+ years,12,3.06
Chile,2009,male,5-14 years,15,1.13
Chile,2009,female,5-14 years,11,0.86
Chile,2010,male,75+ years,98,40.59
Chile,2010,male,35-54 years,607,26.05
Chile,2010,male,25-34 years,307,23.8
Chile,2010,male,55-74 years,273,23.48
Chile,2010,male,15-24 years,315,21.83
Chile,2010,female,15-24 years,90,6.47
Chile,2010,female,35-54 years,150,6.39
Chile,2010,female,25-34 years,78,6.2
Chile,2010,female,55-74 years,45,3.44
Chile,2010,female,75+ years,10,2.47
Chile,2010,male,5-14 years,18,1.37
Chile,2010,female,5-14 years,10,0.79
Chile,2011,male,75+ years,89,35.57
Chile,2011,male,55-74 years,339,28.13
Chile,2011,male,25-34 years,330,25.2
Chile,2011,male,35-54 years,575,24.46
Chile,2011,male,15-24 years,312,21.65
Chile,2011,female,35-54 years,158,6.67
Chile,2011,female,25-34 years,67,5.26
Chile,2011,female,15-24 years,69,4.97
Chile,2011,female,55-74 years,50,3.7
Chile,2011,female,75+ years,14,3.35
Chile,2011,female,5-14 years,12,0.96
Chile,2011,male,5-14 years,12,0.92
Chile,2012,male,75+ years,101,39.13
Chile,2012,male,25-34 years,319,23.92
Chile,2012,male,35-54 years,555,23.41
Chile,2012,male,55-74 years,285,22.8
Chile,2012,male,15-24 years,242,16.86
Chile,2012,female,35-54 years,138,5.79
Chile,2012,female,25-34 years,62,4.78
Chile,2012,female,15-24 years,62,4.49
Chile,2012,female,55-74 years,52,3.72
Chile,2012,female,75+ years,10,2.33
Chile,2012,male,5-14 years,8,0.62
Chile,2012,female,5-14 years,7,0.56
Chile,2013,male,75+ years,82,30.87
Chile,2013,male,55-74 years,288,22.21
Chile,2013,male,25-34 years,298,21.92
Chile,2013,male,35-54 years,516,21.59
Chile,2013,male,15-24 years,224,15.71
Chile,2013,female,35-54 years,130,5.41
Chile,2013,female,15-24 years,60,4.38
Chile,2013,female,25-34 years,52,3.94
Chile,2013,female,55-74 years,54,3.74
Chile,2013,female,75+ years,14,3.17
Chile,2013,male,5-14 years,12,0.93
Chile,2013,female,5-14 years,8,0.65
Chile,2014,male,75+ years,92,33.62
Chile,2014,male,55-74 years,308,22.9
Chile,2014,male,35-54 years,536,22.25
Chile,2014,male,25-34 years,289,20.87
Chile,2014,male,15-24 years,238,16.83
Chile,2014,female,35-54 years,127,5.25
Chile,2014,female,25-34 years,60,4.47
Chile,2014,female,15-24 years,58,4.27
Chile,2014,female,55-74 years,52,3.48
Chile,2014,female,75+ years,8,1.76
Chile,2014,male,5-14 years,12,0.94
Chile,2014,female,5-14 years,9,0.73
Chile,2015,male,75+ years,117,41.44
Chile,2015,male,55-74 years,301,21.59
Chile,2015,male,35-54 years,513,21.14
Chile,2015,male,25-34 years,296,21.04
Chile,2015,male,15-24 years,224,15.99
Chile,2015,female,35-54 years,136,5.59
Chile,2015,female,55-74 years,78,5.05
Chile,2015,female,25-34 years,66,4.85
Chile,2015,female,15-24 years,64,4.76
Chile,2015,female,75+ years,21,4.46
Chile,2015,female,5-14 years,13,1.06
Chile,2015,male,5-14 years,9,0.71
Colombia,1985,male,75+ years,21,17.02
Colombia,1985,male,55-74 years,113,11.13
Colombia,1985,male,25-34 years,193,8.31
Colombia,1985,male,15-24 years,256,8.02
Colombia,1985,male,35-54 years,188,7.67
Colombia,1985,female,15-24 years,117,3.73
Colombia,1985,female,25-34 years,45,1.98
Colombia,1985,female,75+ years,3,1.72
Colombia,1985,female,35-54 years,31,1.29
Colombia,1985,female,55-74 years,12,1.04
Colombia,1985,male,5-14 years,12,0.35
Colombia,1985,female,5-14 years,10,0.3
Colombia,1986,male,75+ years,13,10.32
Colombia,1986,male,15-24 years,260,7.98
Colombia,1986,male,25-34 years,189,7.96
Colombia,1986,male,55-74 years,81,7.81
Colombia,1986,male,35-54 years,187,7.47
Colombia,1986,female,15-24 years,121,3.77
Colombia,1986,female,25-34 years,48,2.06
Colombia,1986,female,55-74 years,13,1.11
Colombia,1986,female,35-54 years,26,1.06
Colombia,1986,female,5-14 years,10,0.29
Colombia,1986,male,5-14 years,10,0.28
Colombia,1986,female,75+ years,0,0.0
Colombia,1987,male,15-24 years,301,8.52
Colombia,1987,male,55-74 years,86,8.23
Colombia,1987,male,75+ years,14,7.62
Colombia,1987,male,25-34 years,192,7.34
Colombia,1987,male,35-54 years,147,5.73
Colombia,1987,female,15-24 years,118,3.4
Colombia,1987,female,25-34 years,29,1.09
Colombia,1987,female,35-54 years,27,0.98
Colombia,1987,female,55-74 years,10,0.83
Colombia,1987,female,75+ years,2,0.78
Colombia,1987,male,5-14 years,16,0.41
Colombia,1987,female,5-14 years,9,0.24
Colombia,1988,male,75+ years,27,14.14
Colombia,1988,male,25-34 years,214,7.94
Colombia,1988,male,55-74 years,83,7.76
Colombia,1988,male,15-24 years,243,6.86
Colombia,1988,male,35-54 years,160,5.96
Colombia,1988,female,15-24 years,85,2.44
Colombia,1988,female,75+ years,6,2.24
Colombia,1988,female,25-34 years,41,1.5
Colombia,1988,female,35-54 years,26,0.9
Colombia,1988,male,5-14 years,14,0.35
Colombia,1988,female,55-74 years,4,0.32
Colombia,1988,female,5-14 years,9,0.23
Colombia,1989,male,75+ years,17,8.63
Colombia,1989,male,55-74 years,87,7.94
Colombia,1989,male,25-34 years,194,6.98
Colombia,1989,male,35-54 years,152,5.42
Colombia,1989,male,15-24 years,191,5.38
Colombia,1989,female,15-24 years,78,2.24
Colombia,1989,female,25-34 years,45,1.6
Colombia,1989,female,75+ years,4,1.44
Colombia,1989,female,35-54 years,34,1.13
Colombia,1989,female,5-14 years,13,0.33
Colombia,1989,female,55-74 years,4,0.31
Colombia,1989,male,5-14 years,12,0.29
Colombia,1990,male,75+ years,21,10.39
Colombia,1990,male,55-74 years,85,7.56
Colombia,1990,male,15-24 years,220,6.17
Colombia,1990,male,25-34 years,174,6.09
Colombia,1990,male,35-54 years,153,5.23
Colombia,1990,female,15-24 years,95,2.71
Colombia,1990,female,25-34 years,41,1.41
Colombia,1990,female,35-54 years,40,1.28
Colombia,1990,female,55-74 years,14,1.07
Colombia,1990,female,75+ years,3,1.05
Colombia,1990,male,5-14 years,12,0.29
Colombia,1990,female,5-14 years,7,0.18
Colombia,1991,male,15-24 years,280,7.84
Colombia,1991,male,55-74 years,89,7.73
Colombia,1991,male,25-34 years,216,7.34
Colombia,1991,male,75+ years,14,6.64
Colombia,1991,male,35-54 years,175,5.73
Colombia,1991,female,15-24 years,100,2.85
Colombia,1991,female,25-34 years,54,1.8
Colombia,1991,female,35-54 years,36,1.1
Colombia,1991,female,75+ years,3,1.0
Colombia,1991,female,55-74 years,10,0.75
Colombia,1991,male,5-14 years,24,0.57
Colombia,1991,female,5-14 years,9,0.22
Colombia,1992,male,55-74 years,108,9.35
Colombia,1992,male,75+ years,20,9.27
Colombia,1992,male,25-34 years,251,8.59
Colombia,1992,male,15-24 years,274,8.12
Colombia,1992,male,35-54 years,180,5.88
Colombia,1992,female,15-24 years,111,3.33
Colombia,1992,female,25-34 years,53,1.77
Colombia,1992,female,35-54 years,48,1.47
Colombia,1992,female,55-74 years,6,0.46
Colombia,1992,female,5-14 years,17,0.45
Colombia,1992,male,5-14 years,17,0.43
Colombia,1992,female,75+ years,1,0.36
Colombia,1993,male,75+ years,22,9.87
Colombia,1993,male,55-74 years,108,9.12
Colombia,1993,male,15-24 years,279,8.26
Colombia,1993,male,25-34 years,226,7.49
Colombia,1993,male,35-54 years,215,6.75
Colombia,1993,female,15-24 years,101,3.03
Colombia,1993,female,25-34 years,53,1.72
Colombia,1993,female,55-74 years,16,1.19
Colombia,1993,female,35-54 years,36,1.06
Colombia,1993,male,5-14 years,21,0.53
Colombia,1993,female,5-14 years,8,0.21
Colombia,1993,female,75+ years,0,0.0
Colombia,1994,male,75+ years,31,13.45
Colombia,1994,male,15-24 years,313,9.23
Colombia,1994,male,55-74 years,110,9.06
Colombia,1994,male,25-34 years,247,7.98
Colombia,1994,male,35-54 years,216,6.51
Colombia,1994,female,15-24 years,130,3.89
Colombia,1994,female,25-34 years,59,1.86
Colombia,1994,female,55-74 years,19,1.37
Colombia,1994,female,35-54 years,44,1.24
Colombia,1994,female,75+ years,2,0.68
Colombia,1994,female,5-14 years,14,0.36
Colombia,1994,male,5-14 years,13,0.32
Colombia,1995,male,75+ years,27,11.39
Colombia,1995,male,55-74 years,110,8.59
Colombia,1995,male,25-34 years,253,7.85
Colombia,1995,male,15-24 years,271,7.41
Colombia,1995,male,35-54 years,213,5.92
Colombia,1995,female,15-24 years,116,3.22
Colombia,1995,female,25-34 years,55,1.67
Colombia,1995,female,35-54 years,63,1.63
Colombia,1995,female,55-74 years,16,1.07
Colombia,1995,male,5-14 years,15,0.35
Colombia,1995,female,75+ years,1,0.3
Colombia,1995,female,5-14 years,10,0.24
Colombia,1996,male,75+ years,33,13.26
Colombia,1996,male,55-74 years,124,9.44
Colombia,1996,male,15-24 years,289,7.79
Colombia,1996,male,35-54 years,259,6.91
Colombia,1996,male,25-34 years,225,6.91
Colombia,1996,female,15-24 years,121,3.31
Colombia,1996,female,25-34 years,58,1.74
Colombia,1996,female,35-54 years,44,1.09
Colombia,1996,female,55-74 years,15,0.98
Colombia,1996,female,75+ years,3,0.85
Colombia,1996,male,5-14 years,21,0.48
Colombia,1996,female,5-14 years,17,0.41
Colombia,1997,male,75+ years,34,13.05
Colombia,1997,male,55-74 years,117,8.67
Colombia,1997,male,15-24 years,315,8.34
Colombia,1997,male,25-34 years,242,7.38
Colombia,1997,male,35-54 years,234,5.99
Colombia,1997,female,15-24 years,117,3.15
Colombia,1997,female,25-34 years,70,2.08
Colombia,1997,female,35-54 years,57,1.36
Colombia,1997,female,55-74 years,17,1.08
Colombia,1997,female,75+ years,3,0.82
Colombia,1997,male,5-14 years,19,0.44
Colombia,1997,female,5-14 years,17,0.41
Colombia,1998,male,75+ years,51,18.79
Colombia,1998,male,15-24 years,507,13.16
Colombia,1998,male,55-74 years,182,13.09
Colombia,1998,male,25-34 years,402,12.21
Colombia,1998,male,35-54 years,374,9.19
Colombia,1998,female,15-24 years,247,6.52
Colombia,1998,female,25-34 years,97,2.87
Colombia,1998,female,35-54 years,88,2.02
Colombia,1998,female,5-14 years,47,1.12
Colombia,1998,female,55-74 years,18,1.11
Colombia,1998,male,5-14 years,36,0.82
Colombia,1998,female,75+ years,3,0.78
Colombia,1999,male,75+ years,53,18.83
Colombia,1999,male,55-74 years,217,15.1
Colombia,1999,male,15-24 years,506,12.87
Colombia,1999,male,25-34 years,414,12.54
Colombia,1999,male,35-54 years,425,10.04
Colombia,1999,female,15-24 years,240,6.22
Colombia,1999,female,25-34 years,97,2.86
Colombia,1999,female,35-54 years,90,1.98
Colombia,1999,female,5-14 years,46,1.09
Colombia,1999,female,55-74 years,17,1.01
Colombia,1999,male,5-14 years,35,0.8
Colombia,1999,female,75+ years,3,0.76
Colombia,2000,male,75+ years,60,20.66
Colombia,2000,male,15-24 years,629,15.73
Colombia,2000,male,55-74 years,198,13.28
Colombia,2000,male,25-34 years,438,13.23
Colombia,2000,male,35-54 years,453,10.31
Colombia,2000,female,15-24 years,262,6.68
Colombia,2000,female,25-34 years,96,2.82
Colombia,2000,female,35-54 years,99,2.1
Colombia,2000,female,75+ years,6,1.46
Colombia,2000,female,5-14 years,57,1.35
Colombia,2000,female,55-74 years,23,1.32
Colombia,2000,male,5-14 years,37,0.84
Colombia,2001,male,75+ years,54,17.76
Colombia,2001,male,55-74 years,234,15.12
Colombia,2001,male,15-24 years,602,14.84
Colombia,2001,male,25-34 years,439,13.19
Colombia,2001,male,35-54 years,491,10.78
Colombia,2001,female,15-24 years,302,7.59
Colombia,2001,female,25-34 years,105,3.07
Colombia,2001,female,55-74 years,30,1.66
Colombia,2001,female,35-54 years,71,1.45
Colombia,2001,female,5-14 years,45,1.07
Colombia,2001,female,75+ years,4,0.94
Colombia,2001,male,5-14 years,35,0.8
Colombia,2002,male,75+ years,48,15.18
Colombia,2002,male,15-24 years,590,14.37
Colombia,2002,male,25-34 years,460,13.76
Colombia,2002,male,55-74 years,177,11.0
Colombia,2002,male,35-54 years,487,10.32
Colombia,2002,female,15-24 years,295,7.34
Colombia,2002,female,25-34 years,92,2.68
Colombia,2002,female,35-54 years,81,1.6
Colombia,2002,female,5-14 years,64,1.53
Colombia,2002,female,55-74 years,28,1.49
Colombia,2002,male,5-14 years,53,1.21
Colombia,2002,female,75+ years,4,0.9
Colombia,2003,male,75+ years,49,14.97
Colombia,2003,male,55-74 years,235,13.99
Colombia,2003,male,25-34 years,424,12.61
Colombia,2003,male,15-24 years,508,12.26
Colombia,2003,male,35-54 years,441,9.05
Colombia,2003,female,15-24 years,299,7.38
Colombia,2003,female,25-34 years,93,2.7
Colombia,2003,female,35-54 years,96,1.84
Colombia,2003,female,55-74 years,35,1.79
Colombia,2003,female,75+ years,6,1.3
Colombia,2003,female,5-14 years,48,1.15
Colombia,2003,male,5-14 years,35,0.81
Colombia,2004,male,75+ years,74,21.91
Colombia,2004,male,55-74 years,229,13.04
Colombia,2004,male,15-24 years,522,12.5
Colombia,2004,male,25-34 years,397,11.7
Colombia,2004,male,35-54 years,465,9.27
Colombia,2004,female,15-24 years,246,6.03
Colombia,2004,female,25-34 years,91,2.62
Colombia,2004,female,75+ years,9,1.89
Colombia,2004,female,35-54 years,85,1.58
Colombia,2004,female,55-74 years,29,1.42
Colombia,2004,male,5-14 years,56,1.3
Colombia,2004,female,5-14 years,41,0.99
Colombia,2005,male,75+ years,63,18.12
Colombia,2005,male,15-24 years,517,12.28
Colombia,2005,male,55-74 years,219,11.89
Colombia,2005,male,25-34 years,352,10.24
Colombia,2005,male,35-54 years,434,8.43
Colombia,2005,female,15-24 years,225,5.48
Colombia,2005,female,25-34 years,93,2.65
Colombia,2005,female,35-54 years,87,1.58
Colombia,2005,female,55-74 years,27,1.26
Colombia,2005,male,5-14 years,52,1.21
Colombia,2005,female,75+ years,5,1.02
Colombia,2005,female,5-14 years,28,0.68
Colombia,2006,male,75+ years,78,21.46
Colombia,2006,male,15-24 years,521,12.32
Colombia,2006,male,25-34 years,408,11.68
Colombia,2006,male,55-74 years,211,10.96
Colombia,2006,male,35-54 years,453,8.61
Colombia,2006,female,15-24 years,197,4.77
Colombia,2006,female,25-34 years,96,2.69
Colombia,2006,female,35-54 years,90,1.6
Colombia,2006,female,55-74 years,33,1.48
Colombia,2006,male,5-14 years,46,1.08
Colombia,2006,female,5-14 years,40,0.98
Colombia,2006,female,75+ years,4,0.78
Colombia,2007,male,75+ years,67,17.71
Colombia,2007,male,55-74 years,245,12.14
Colombia,2007,male,15-24 years,493,11.61
Colombia,2007,male,25-34 years,410,11.51
Colombia,2007,male,35-54 years,475,8.85
Colombia,2007,female,15-24 years,208,5.02
Colombia,2007,female,25-34 years,105,2.89
Colombia,2007,female,35-54 years,82,1.43
