country,year,population,gdp_for_year,gdp_per_capita
Sweden,1993,8112500,"209,950,792,713",25880
Sweden,1994,8174100,"226,079,963,712",27658
Sweden,1995,8233000,"264,051,981,551",32072
Sweden,1996,8274300,"288,103,936,773",34819
Sweden,1997,8311300,"264,477,727,279",31821
Sweden,1998,8346300,"266,800,462,899",31966
Sweden,1999,8378013,"270,847,937,645",32328
Sweden,2000,8409008,"259,802,012,617",30896
Sweden,2001,8439317,"239,917,320,967",28429
Sweden,2002,8465828,"263,926,220,333",31175
Sweden,2003,8490539,"331,108,912,605",38997
Sweden,2004,8514314,"381,705,425,302",44831
Sweden,2005,8538624,"389,042,298,377",45563
Sweden,2006,8576044,"420,032,121,656",48977
Sweden,2007,8629159,"487,816,328,342",56531
Sweden,2008,8688504,"513,965,650,650",59155
Sweden,2009,8755922,"429,657,033,108",49070
Sweden,2010,8823125,"488,377,689,565",55352
Sweden,2011,8884644,"563,109,663,291",63380
Sweden,2012,8948909,"543,880,647,757",60776
Sweden,2013,9024081,"578,742,001,488",64133
Sweden,2014,9114524,"573,817,719,109",62956
Sweden,2015,9114524,"497,918,109,302",54629
Sweden,2016,8125852,"514,459,972,806",55594
Switzerland,1995,6617500,"342,617,007,104",51774
Switzerland,1996,6652200,"330,091,688,350",49621
Switzerland,1997,6675200,"286,519,135,327",42923
Switzerland,1998,6725167,"295,045,152,021",43872
Switzerland,1999,6764328,"289,912,492,345",42859
Switzerland,2000,6809589,"272,055,499,941",39952
Switzerland,2001,6865842,"278,631,271,391",40582
Switzerland,2002,6942010,"301,416,810,214",43419
Switzerland,2003,6969293,"352,914,820,747",50639
Switzerland,2004,7023166,"394,163,688,621",56123
Switzerland,2005,7071991,"408,689,353,999",57790
Switzerland,2006,7118477,"430,921,192,375",60536
Switzerland,2007,7183595,"479,913,034,322",66807
Switzerland,2008,7274875,"554,363,487,120",76202
Switzerland,2009,7364558,"541,506,500,414",73529
Switzerland,2010,7439147,"583,782,977,866",78474
Switzerland,2011,7518040,"699,579,638,638",93053
Switzerland,2012,7595591,"668,043,614,123",87951
Switzerland,2013,7681318,"688,504,173,431",89634
Switzerland,2014,7809621,"709,182,559,935",90809
Switzerland,2015,7892502,"679,289,166,858",86068
Thailand,1985,46303443,"38,900,692,712",840
Thailand,1986,47331465,"43,096,746,122",911
Thailand,1987,48376410,"50,535,438,696",1045
Thailand,1990,51228668,"85,343,063,966",1666
Thailand,1991,51947693,"98,234,695,722",1891
Thailand,1992,52570440,"111,452,869,378",2120
Thailand,1994,52691000,"146,683,499,006",2784
Thailand,1995,54366057,"169,278,552,851",3114
Thailand,1996,55070703,"183,035,154,107",3324
Thailand,1997,55859088,"150,180,268,649",2689
Thailand,1998,56691783,"113,675,706,127",2005
Thailand,1999,57507860,"126,668,932,160",2203
Thailand,2000,58262135,"126,392,308,498",2169
Thailand,2002,58263389,"134,300,851,255",2305
Thailand,2003,60158951,"152,280,653,544",2531
Thailand,2004,60686373,"172,895,476,153",2849
Thailand,2005,61182665,"189,318,499,954",3094
Thailand,2006,61636512,"221,758,486,880",3598
Thailand,2007,58941621,"262,942,650,544",4461
Thailand,2008,59216773,"291,383,081,232",4921
Thailand,2009,59483718,"281,710,095,725",4736
Thailand,2010,59769764,"341,105,009,515",5707
Thailand,2011,60261832,"370,818,747,397",6153
Thailand,2012,60382255,"397,558,094,270",6584
Thailand,2013,60766487,"420,333,333,333",6917
Thailand,2014,61139919,"407,339,361,696",6662
Thailand,2015,61261276,"401,399,422,443",6552
Thailand,2016,53442001,"411,755,164,833",6713
Trinidad and Tobago,1985,1008000,"7,375,918,367",7317
Trinidad and Tobago,1986,1061600,"4,794,444,444",4516
Trinidad and Tobago,1987,1078300,"4,797,777,778",4449
Trinidad and Tobago,1988,1095600,"4,496,852,073",4104
Trinidad and Tobago,1989,1070000,"4,323,058,824",4040
Trinidad and Tobago,1990,1088500,"5,068,000,000",4656
Trinidad and Tobago,1991,1102000,"5,307,905,882",4817
Trinidad and Tobago,1992,1132600,"5,439,552,941",4803
Trinidad and Tobago,1993,1148300,"4,669,488,516",4066
Trinidad and Tobago,1994,1162900,"4,947,205,860",4254
Trinidad and Tobago,1995,1149173,"5,329,214,163",4637
Trinidad and Tobago,1996,1156185,"5,759,537,726",4982
Trinidad and Tobago,1997,1162267,"5,737,751,332",4937
Trinidad and Tobago,1998,1167924,"6,043,694,330",5175
Trinidad and Tobago,1999,1173276,"6,808,982,521",5803
Trinidad and Tobago,2000,1178363,"8,154,338,233",6920
Trinidad and Tobago,2001,1183354,"8,824,873,259",7458
Trinidad and Tobago,2002,1188800,"9,008,273,721",7578
Trinidad and Tobago,2003,1194458,"11,305,459,802",9465
Trinidad and Tobago,2004,1200116,"13,280,275,123",11066
Trinidad and Tobago,2005,1205471,"15,982,282,462",13258
Trinidad and Tobago,2006,1209301,"18,369,070,085",15190
Trinidad and Tobago,2007,1213988,"21,642,304,046",17827
Trinidad and Tobago,2008,1219336,"27,870,257,894",22857
Trinidad and Tobago,2009,1225097,"19,175,196,446",15652
Trinidad and Tobago,2010,1231002,"22,157,948,396",18000
Trinidad and Tobago,2011,1237186,"25,433,011,405",20557
Turkey,2009,65962419,"644,639,902,581",9773
Turkey,2010,66975131,"771,901,768,698",11525
Turkey,2011,68034357,"832,523,681,194",12237
Turkey,2012,68976439,"873,982,246,102",12671
Turkey,2013,69880352,"950,579,413,279",13603
Turkey,2014,70931420,"934,185,915,467",13170
Turkey,2015,71880464,"859,796,872,794",11961
Turkmenistan,1987,2859100,"2,331,358,820",815
Turkmenistan,1988,2926300,"3,010,982,414",1029
Turkmenistan,1989,2999000,"3,006,988,217",1003
Turkmenistan,1990,3079800,"3,189,539,641",1036
Turkmenistan,1991,3162500,"3,208,098,919",1014
Turkmenistan,1992,3252900,"3,200,539,816",984
Turkmenistan,1993,3331100,"3,179,225,949",954
Turkmenistan,1994,3423100,"2,561,118,608",748
Turkmenistan,1995,3818200,"2,482,228,440",650
Turkmenistan,1996,3913000,"2,379,281,768",608
Turkmenistan,1997,4006400,"2,450,084,970",612
Turkmenistan,1998,4099200,"2,605,688,065",636
Turkmenistan,1999,3958754,"2,450,686,660",619
Turkmenistan,2000,4026478,"2,904,662,605",721
Turkmenistan,2001,4095981,"3,534,803,922",863
Turkmenistan,2002,4143692,"4,461,978,499",1077
Turkmenistan,2003,4177740,"5,977,560,877",1431
Turkmenistan,2004,4211000,"6,838,351,088",1624
Turkmenistan,2005,4252530,"8,104,355,717",1906
Turkmenistan,2006,4287650,"10,277,598,152",2397
Turkmenistan,2007,4342657,"12,664,165,103",2916
Turkmenistan,2008,4412135,"19,271,523,179",4368
Turkmenistan,2009,4484467,"20,214,385,965",4508
Turkmenistan,2010,4551185,"22,583,157,895",4962
Turkmenistan,2011,4626095,"29,233,333,333",6319
Turkmenistan,2012,4690058,"35,164,210,526",7498
Turkmenistan,2013,4748055,"39,197,543,860",8255
Turkmenistan,2014,4811227,"43,524,210,526",9046
Turkmenistan,2015,4886514,"35,799,628,571",7326
Ukraine,1987,47374200,"64,087,694,038",1353
Ukraine,1988,47549900,"74,703,517,903",1571
Ukraine,1989,47761700,"82,709,161,099",1732
Ukraine,1990,47971600,"81,456,918,679",1698
Ukraine,1991,48200600,"77,464,561,150",1607
Ukraine,1992,48487300,"73,942,235,330",1525
Ukraine,1993,48680500,"65,648,559,903",1349
Ukraine,1994,48619000,"52,549,555,149",1081
Ukraine,1995,48415300,"48,213,868,178",996
Ukraine,1996,48174500,"44,558,077,827",925
Ukraine,1997,47923000,"50,150,399,792",1046
Ukraine,1998,47675400,"41,883,241,472",879
Ukraine,1999,47415400,"31,580,639,045",666
Ukraine,2000,47125400,"31,261,527,363",663
Ukraine,2001,46805969,"38,009,344,577",812
Ukraine,2002,46060017,"42,392,896,031",920
Ukraine,2003,45697383,"50,132,953,288",1097
Ukraine,2004,45322826,"64,883,060,726",1432
Ukraine,2005,44939270,"86,142,018,069",1917
Ukraine,2006,44560034,"107,753,069,307",2418
Ukraine,2007,44198672,"142,719,009,901",3229
Ukraine,2008,43856123,"179,992,405,832",4104
Ukraine,2009,43557944,"117,227,769,792",2691
Ukraine,2010,43296809,"136,013,155,905",3141
Ukraine,2011,43074791,"163,159,671,670",3788
Ukraine,2012,42915935,"175,781,379,051",4096
Ukraine,2014,40464165,"133,503,411,376",3299
Ukraine,2015,40345446,"91,030,959,455",2256
United Arab Emirates,2005,4280433,"180,617,018,380",42196
United Arab Emirates,2006,4923879,"222,116,541,865",45110
United Arab Emirates,2007,5695389,"257,916,133,424",45285
United Arab Emirates,2008,6510358,"315,474,615,739",48457
United Arab Emirates,2009,7252480,"253,547,358,747",34960
United Arab Emirates,2010,7839736,"289,787,338,325",36964
United Kingdom,1985,53006535,"489,285,164,271",9231
United Kingdom,1986,53119533,"601,452,653,181",11323
United Kingdom,1987,53239668,"745,162,608,269",13996
United Kingdom,1988,53310780,"910,122,732,124",17072
United Kingdom,1989,53425129,"926,884,816,754",17349
United Kingdom,1990,53557854,"1,093,169,389,205",20411
United Kingdom,1991,53903427,"1,142,797,178,131",21201
United Kingdom,1992,54076358,"1,179,659,529,660",21815
United Kingdom,1993,54283982,"1,061,388,722,256",19553
United Kingdom,1994,54497293,"1,140,489,745,944",20927
United Kingdom,1995,54746964,"1,335,218,557,677",24389
United Kingdom,1996,55012207,"1,408,781,591,264",25609
United Kingdom,1997,55266635,"1,552,483,628,029",28091
United Kingdom,1998,55527379,"1,638,511,096,390",29508
United Kingdom,1999,55833339,"1,665,623,685,488",29832
United Kingdom,2000,56133909,"1,647,951,278,560",29358
United Kingdom,2001,55571993,"1,621,510,004,318",29179
United Kingdom,2002,55908944,"1,768,408,273,381",31630
United Kingdom,2003,56171771,"2,038,395,102,041",36289
United Kingdom,2004,56455011,"2,398,555,474,185",42486
United Kingdom,2005,56809024,"2,520,701,818,182",44372
United Kingdom,2006,57091129,"2,692,612,695,492",47163
United Kingdom,2007,57382757,"3,074,359,743,898",53576
United Kingdom,2008,57683372,"2,890,564,338,235",50111
United Kingdom,2009,58013559,"2,382,825,985,356",41074
United Kingdom,2010,58403529,"2,441,173,394,730",41798
United Kingdom,2011,58881852,"2,619,700,404,733",44491
United Kingdom,2012,59708630,"2,662,085,168,499",44585
United Kingdom,2013,60091793,"2,739,818,680,930",45594
United Kingdom,2014,60570482,"3,022,827,781,881",49906
United Kingdom,2015,61082942,"2,885,570,309,161",47240
United States,1985,220723000,"4,346,734,000,000",19693
United States,1986,222953000,"4,590,155,000,000",20588
United States,1987,225148000,"4,870,217,000,000",21631
United States,1988,227353000,"5,252,629,000,000",23103
United States,1989,229487000,"5,657,693,000,000",24654
United States,1990,229952200,"5,979,589,000,000",26004
United States,1991,232955000,"6,174,043,000,000",26503
United States,1992,235565600,"6,539,299,000,000",27760
United States,1993,238092300,"6,878,718,000,000",28891
United States,1994,240614100,"7,308,755,000,000",30375
United States,1995,243164200,"7,664,060,000,000",31518
United States,1996,245997800,"8,100,201,000,000",32928
United States,1997,248486400,"8,608,515,000,000",34644
United States,1998,251332500,"9,089,168,000,000",36164
United States,1999,253748671,"9,660,624,000,000",38072
United States,2000,262246108,"10,284,779,000,000",39218
United States,2001,265427546,"10,621,824,000,000",40018
United States,2002,268759559,"10,977,514,000,000",40845
United States,2003,271041510,"11,510,670,000,000",42468
United States,2004,273584136,"12,274,928,000,000",44867
United States,2005,276106680,"13,093,726,000,000",47423
United States,2006,278980848,"13,855,888,000,000",49666
United States,2007,280658606,"14,477,635,000,000",51585
United States,2008,282355565,"14,718,582,000,000",52128
United States,2009,285162662,"14,418,739,000,000",50563
United States,2010,287839149,"14,964,372,000,000",51989
United States,2011,290313825,"15,517,926,000,000",53452
United States,2012,292827128,"16,155,255,000,000",55170
United States,2013,295322862,"16,691,517,000,000",56520
United States,2014,297749735,"17,427,609,000,000",58531
United States,2015,300078511,"18,120,714,000,000",60387
Uruguay,1985,2737400,"4,732,017,873",1729
Uruguay,1986,2757600,"5,880,112,788",2132
Uruguay,1987,2778900,"7,367,494,080",2651
Uruguay,1988,2799600,"8,213,515,459",2934
Uruguay,1989,2820700,"8,438,951,476",2992
Uruguay,1990,2834000,"9,298,839,655",3281
Uruguay,1993,2896228,"15,002,106,518",5180
Uruguay,1994,2920296,"17,474,647,792",5984
Uruguay,1995,2943816,"19,297,663,097",6555
Uruguay,1996,2967278,"20,515,543,039",6914
Uruguay,1997,2991662,"23,969,823,010",8012
Uruguay,1998,3014887,"25,385,928,198",8420
Uruguay,1999,3034833,"23,983,945,191",7903
Uruguay,2000,3050169,"22,823,255,802",7483
Uruguay,2001,3061024,"20,898,788,417",6827
Uruguay,2002,3065257,"13,606,494,599",4439
Uruguay,2003,3065772,"12,045,631,093",3929
Uruguay,2004,3066489,"13,686,329,890",4463
Uruguay,2005,3070178,"17,362,857,684",5655
Uruguay,2006,3077445,"19,579,457,966",6362
Uruguay,2007,3087957,"23,410,572,634",7581
Uruguay,2008,3100791,"30,366,213,119",9793
Uruguay,2009,3114306,"31,660,911,277",10166
Uruguay,2010,3127306,"40,284,481,652",12882
Uruguay,2012,3151939,"51,264,390,116",16264
Uruguay,2013,3164670,"57,531,233,351",18179
Uruguay,2014,3177645,"57,236,013,086",18012
Uruguay,2015,3190795,"53,274,304,222",16696
Uzbekistan,1990,17165700,"13,360,607,918",778
Uzbekistan,1991,17347800,"13,677,622,222",788
Uzbekistan,1992,18257000,"12,941,297,376",709
Uzbekistan,1993,18509300,"13,099,013,836",708
Uzbekistan,1994,19144700,"12,899,156,991",674
Uzbekistan,1995,19599000,"13,350,468,917",681
Uzbekistan,1996,19854500,"13,948,892,216",703
Uzbekistan,1997,20364300,"14,744,603,774",724
Uzbekistan,1998,20861200,"14,988,971,211",719
Uzbekistan,1999,21329916,"17,078,465,982",801
Uzbekistan,2000,21789067,"13,760,374,488",632
Uzbekistan,2001,22231527,"11,401,351,420",513
Uzbekistan,2002,22632256,"9,687,951,055",428
Uzbekistan,2003,22982883,"10,128,112,401",441
Uzbekistan,2004,23300841,"12,030,023,548",516
Uzbekistan,2005,23600347,"14,307,509,839",606
Uzbekistan,2009,25288102,"33,689,223,673",1332
Uzbekistan,2010,25651783,"39,332,770,929",1533
Uzbekistan,2011,25978049,"45,915,191,189",1767
Uzbekistan,2012,26381830,"51,821,573,338",1964
Uzbekistan,2013,26838924,"57,690,453,461",2150
Uzbekistan,2014,27313507,"63,067,077,179",2309
